uid,accent,language_family,gender,age,reference,hypothesis,model
276,Maithili,Indo-Aryan,Female,18-30,Send OTP to a new registered number 77094485580 instead of the old one.,SEND OTIPE TO A NEW REGISTERED NUMBER SEVEN SEVEN ZERO NINE FOUR FOUR EIGHT FIVE FIVE EIGHT ZERO INSTEAD OF THE OLD ONE,hybrid-w2v2-grl
277,Hindi,Indo-Aryan,Female,45-60,I want to check my EFPO passbook balance for my provident fund account with UAN number 514937736246,I WANT TO CHECK MY E F P O PASSBLE BALANCE FOR MY PROVIDENT FUN ACCOUNT WITH YOU IN NUMBER FIVE ONE FOUR NINE THREE SEVEN SEVEN THREE SIX TWO FOUR SIX,hybrid-w2v2-grl
278,Konkani,Indo-Aryan,Male,18-30,English is widely understood by people of India.,ENGLISH IS WIDELY UNDERSTOOD BY PEOPLE OF INDIA,hybrid-w2v2-grl
279,Urdu,Indo-Aryan,Male,45-60,Change my JIO Money lock from phone's password to a NUMBER-digit pin.,CHANGE MY GEOMONEY LOCK FROM FON SPASWARD TO A NUMBERIGED PIN,hybrid-w2v2-grl
280,Bodo,Sino-Tibetan,Female,30-45,Two,TWO,hybrid-w2v2-grl
281,Gujarati,Indo-Aryan,Male,45-60,"As you sow, so shall you reap.",AS YOU SAW SO SHALL YOU REB,hybrid-w2v2-grl
282,Kashmiri,Indo-Aryan,Male,45-60,so that the plants can be saved during the winter,SO THAT THE PLANTS CAN BE SAVED DURING THE WINTER,hybrid-w2v2-grl
283,Bengali,Indo-Aryan,Female,18-30,Down,DOWN,hybrid-w2v2-grl
284,Urdu,Indo-Aryan,Male,30-45,it is India's first UNESCO World Heritage City,IT IS INTEA FIRST UNUSCOWOLD HERITED CITY,hybrid-w2v2-grl
285,Bodo,Sino-Tibetan,Female,18-30,Disagree,THIS AGREE,hybrid-w2v2-grl
286,Urdu,Indo-Aryan,Female,30-45,Down,DOWN,hybrid-w2v2-grl
287,Marathi,Indo-Aryan,Male,60+,which is supplied to sugar mills,WHICH IS SUPPLIED TO SUGAR MILLS,hybrid-w2v2-grl
288,Assamese,Indo-Aryan,Male,18-30,Can I invest in mutual funds through my Yono SBI,CAN I INTEREST IN MUCAL HUNTS THROUGH MY ONOESBIA,hybrid-w2v2-grl
289,Kashmiri,Indo-Aryan,Male,18-30,Do you want to continue your vaccine registration for phone number 72085848900 using OTP or MPIN?,DO YOU WANT TO CONTINUE YOUR WAXY ING REGISTRATION FOR FULL NUMBER SEVEN TWO ZERO EIGHT FIVE EIGHT FOUR EIGHT NINE ZERO ZERO USING OTIPY OR AMPING,hybrid-w2v2-grl
290,Telugu,Dravidian,Female,45-60,Bharti,ARE ATAD,hybrid-w2v2-grl
291,Telugu,Dravidian,Female,45-60,when you color they are very glossy and shining.,WHEN YOU COLOR THEY ARE VERY GLOSSY AND SHINING,hybrid-w2v2-grl
292,Nepali,Indo-Aryan,Female,18-30,"So Usually, not only me, we or",SO INA USUALLY NOT ONLY ME WE ARE,hybrid-w2v2-grl
293,Nepali,Indo-Aryan,Male,18-30,English through the private English school or boarding schools or even not from the English,IN THIS THROUGH THE PRIVATE INSY SCHOOL OR WOOD OR BOADING SCHOOLS OR IVEN NOT FROM THE ENGLISH,hybrid-w2v2-grl
294,Odia,Indo-Aryan,Female,60+,because there aren't enough colleges in accordance with the demand for college education.,BECAUSE THERE ARN'T AN OPCOLLEGIS IN ACCORENCE WITH THE DEMANDPER CAL EDEDUCATION,hybrid-w2v2-grl
295,Odia,Indo-Aryan,Female,30-45,Wow,,hybrid-w2v2-grl
296,Kashmiri,Indo-Aryan,Female,30-45,Cat,,hybrid-w2v2-grl
297,Malayalam,Dravidian,Female,18-30,Determine the actions that will have the greatest impact then we,DETERMINE THE ACTIONS THAT WILL HAVE THE GREATEST IMPACTS THEN WE,hybrid-w2v2-grl
298,Urdu,Indo-Aryan,Female,45-60,Andhra Pradesh,AN TREPREDISIO,hybrid-w2v2-grl
299,Marathi,Indo-Aryan,Female,18-30,the interest of my sport.,EI THE INPREST OF MY SPORT,hybrid-w2v2-grl
300,Urdu,Indo-Aryan,Male,30-45,there is a discrimination also and more challenges that the education system is experiencing today talking of saffronization,THERE IS A DISCREMANE DISCRIMINATION OF THE SOULAND MORE CHILLREN IS THAT THE EDUCATION SYSTEM IS EXPERIENCING TO DAYTALKING OF SEPHRONIZATION,hybrid-w2v2-grl
301,Sindhi,Indo-Aryan,Male,30-45,according to me is a great influence,ACCORDING TO ME IS A GREAT INFLUENCE,hybrid-w2v2-grl
302,Dogri,Indo-Aryan,Male,18-30,which highly impacts the business sector of logistics and other things.,THE CHALIE PACKS THE BUSINESS SIKE THEOF LOGESTICS AND OTHER THINGS,hybrid-w2v2-grl
303,Bodo,Sino-Tibetan,Male,45-60,The world famous national parks called,THE OLFAMOUS NATIONAL PERKS CALLED,hybrid-w2v2-grl
304,Punjabi,Indo-Aryan,Female,18-30,Set a reminder for my pending payment to contact Mahnoor,SET A REMINDER FROM A PENDING PAYMENT TO CONTACT MANU,hybrid-w2v2-grl
305,Nepali,Indo-Aryan,Male,18-30,"learn to say no, never judge a book by its cover, many hands make light work, everyone",LARNED TO SAY NO NEVER JUDGE A BOOK BY ITS COVER MANY HAD AMANY HANDS MAKE LIGHT WORK EVERY ON,hybrid-w2v2-grl
306,Bodo,Sino-Tibetan,Male,30-45,Yes,IS,hybrid-w2v2-grl
307,Urdu,Indo-Aryan,Male,30-45,"with main roads, thoroughfares, and subsidiary roads",WITH MAIN ROADS THOROUGHFARES AND SUCEDARRY ROADS,hybrid-w2v2-grl
308,Bengali,Indo-Aryan,Female,18-30,Backward,AK ON,hybrid-w2v2-grl
309,Kashmiri,Indo-Aryan,Female,30-45,"in achieving these goals, but the government is trying hard to provide good living conditions to all the citizens.",IN ACHIEVING THESE GOLDS BUT THE GOVERNMENT IS TRYING HARD TO PROVIDE GOOD LIVING CONDITIONS TO ALL THE CITIZENS,hybrid-w2v2-grl
310,Dogri,Indo-Aryan,Male,30-45,"Every region of Blink district has two to three government hospitals. These hospitals, they're loaded off their area",EVERY RESION OF BLIC DISTRICT HAS TUE TO TRAY GOVERMENT HOSPITALSTHESE HOSPITALS THE LOADED OF THEIR EREA,hybrid-w2v2-grl
311,Telugu,Dravidian,Female,45-60,House,,hybrid-w2v2-grl
312,Nepali,Indo-Aryan,Male,18-30,We celebrate it as a festival yearly.,E CELEBRATE IT AS A FESTIVAL YEARLYKIN,hybrid-w2v2-grl
313,Gujarati,Indo-Aryan,Female,30-45,But I believe we should train our own voice because God has blessed us with certain kind of,BUT I BELIEVE WE SHOULD TRA IN OUR OWN VOICE BECAUSE GOD HAS BLESSED US WITH CERTAIN KIND OF,hybrid-w2v2-grl
314,Nepali,Indo-Aryan,Female,18-30,like we don't put jeera,LIKE A WE DON'T APUT A GIRA,hybrid-w2v2-grl
315,Bodo,Sino-Tibetan,Male,30-45,The 12-step program which is recognized by WHO,THE TWELVE STAIR PROGRAMME FIS IS RECOGNIZED BY THE WHOO,hybrid-w2v2-grl
316,Marathi,Indo-Aryan,Female,18-30,One such lesser known offbeat and part destinations I would suggest is,ONE SUCH LESSER KNOWN OF BEIATEN PART DESTINATIONS I WOULD SUGGESTIVES,hybrid-w2v2-grl
317,Telugu,Dravidian,Female,45-60,how would i use formidable in a sentence,O WOULD I SE FORMITABLE IN A SENTENCE,hybrid-w2v2-grl
318,Gujarati,Indo-Aryan,Male,18-30,On,N,hybrid-w2v2-grl
319,Malayalam,Dravidian,Male,30-45,And they also give scholarships for students,AND THEY ALSO GIVE SCHOLARSHIPS FOR STUDENTS,hybrid-w2v2-grl
320,Urdu,Indo-Aryan,Male,30-45,"A Dravidian language related to Telugu,",A DREBUDIAN LANGUAGE RELATED TO THELUGU,hybrid-w2v2-grl
321,Punjabi,Indo-Aryan,Male,30-45,Three,,hybrid-w2v2-grl
322,Marathi,Indo-Aryan,Female,30-45,The dialects,THE DILECTS,hybrid-w2v2-grl
323,Urdu,Indo-Aryan,Female,45-60,There are various subjects taught in various colleges,THEY ARE VARIOUS SUBJECTS TAT IN VARIOUS COLLEGES,hybrid-w2v2-grl
324,Urdu,Indo-Aryan,Male,30-45,when is the last time i contacted John Smith,WHENE IS THE LAST TIME I CONTACTED JOHN SMITH,hybrid-w2v2-grl
325,Bodo,Sino-Tibetan,Female,18-30,So the vegetables are collected from the forest in the evening and it is cooked with pork or chicken and served with rice beer.,THE VEGETABLES ARE RECOLLECTED FROM THE FORESTS AND IN THE EVENING AND IT IS COOKED WITH A PORCOR CHICKEN AND SARG WITH RICE BEAR,hybrid-w2v2-grl
326,Tamil,Dravidian,Female,18-30,"In 1923, he brought out Maharashtra Dharma,",IN NINETEEN TWENTY THREE HE BROUGHT OUT MAHARASTRAD HERMA,hybrid-w2v2-grl
327,Hindi,Indo-Aryan,Female,30-45,if your future,IF FEU FFUTURE,hybrid-w2v2-grl
328,Nepali,Indo-Aryan,Female,30-45,to enable West Bengal to transform into a knowledge-driven welfare society with extensive use of IT,TO ENABLE WISTPINGLE TO TRANSFORM INTO A KNOWLEDGE DRIVEN WITH WELFAIR SOCIETY WITH EXTENSIVE VIEWS OF IETY,hybrid-w2v2-grl
329,Urdu,Indo-Aryan,Female,45-60,i need to go to mysore at five an on sunday by train,I NEED TO GO TO MY SUR AT FIVE AIM ON SUNDAY BY TRAIN,hybrid-w2v2-grl
330,Maithili,Indo-Aryan,Female,45-60,which I feel proud to be as a speaker of English are,WHICH I FEEL PROUD TO BE AS A SPEAKER O FINGLISH AR,hybrid-w2v2-grl
331,Telugu,Dravidian,Female,45-60,"Actually, there's a book called a boy in the striped pajamas and I once read the book, but I didn't like it that much. But then I got to see the movie which came in the YouTube. And then once I saw the movie, I was so impressed by it and I went back to read the book again. And that is when I started liking it so much.",ACTUALLY THERE IS A BOOK CALLED A BOY IN THE STRIPED BYJAMMAS AND I ONCE READ THE BOOK BUT I DIDN'T LIKE IT THAT MUCH BUT THEN I GOT TO SEE THE MOVIE WHICH CAME IN THEAUTUBE AND THEN ONCE I SAW THE MOVIE I WAS SO IMPRESSED BY IT AND I WENT BACK TO READ THE BOOK AGAIN AND THAT IS WHEN I STARTED LIKING IT SO MUCH,hybrid-w2v2-grl
332,Nepali,Indo-Aryan,Male,18-30,And we know both the players and audience get enjoyed with the craze of sports.,WE KNOW BOTH THE PLAYERS AND AUDIONCE GET ENJOYED WITH THE CRAYS OF ISPORS IIF,hybrid-w2v2-grl
333,Telugu,Dravidian,Female,45-60,Cement industry is one of the important industries in our district and they are facing lack of skilled labour.,SEMENT INDUSTRY IS ONE OF THE IMPORTANT INDUSTRACING OFA TISTRAC ANDTHEY ARE FACING LACK OF SKILL A LABOR,hybrid-w2v2-grl
334,Konkani,Indo-Aryan,Male,60+,or we should remain an independent union territory that time.,OR E SHULD REMAN AND INDEPENDANT UNIAN TERYTERY THAT TIME,hybrid-w2v2-grl
335,Kannada,Dravidian,Female,18-30,One,,hybrid-w2v2-grl
336,Kannada,Dravidian,Male,60+,Technology,PECNOLODGY,hybrid-w2v2-grl
337,Urdu,Indo-Aryan,Male,30-45,known as the Bhadra Fort,KNOWN AS THE BROTHER OF FORK,hybrid-w2v2-grl
338,Maithili,Indo-Aryan,Female,30-45,"Because of this, spectator interest is sometimes greater for men's doubles than for singles.",BECAUSE OF THIS SPECTATOR INTEREST IS SOMETIMES GREATER FOR MENSE DOUBLES THAN FOR SINGLES,hybrid-w2v2-grl
339,Nepali,Indo-Aryan,Male,18-30,"Many times I tried to talk in English with my friends, my seniors, and with my teachers.",TEMPTS I TRY TO TALK IN GLIS WITH MY FRIENDS MASSINEORS AND WITH MY TEACHERS,hybrid-w2v2-grl
340,Urdu,Indo-Aryan,Male,30-45,orderly development and progress,ORDERLY DEVELOPMENTAN PROGRESS,hybrid-w2v2-grl
341,Odia,Indo-Aryan,Male,18-30,Odisha has the northernmost parts of the eastern Ghats in Koraputs like Devamali hill which is the highest point in Odisha,URRISA HAS THE NORTHERN MOST PARTS OF THE EASTERN CARDS IN CORA POOTS LIKE THE MULY HILL WHICH IS THE HIGHEST POINT IN NOTISA,hybrid-w2v2-grl
342,Urdu,Indo-Aryan,Male,30-45,and regular municipal administration introduced in 1858,AN REGULAR MUNICIPAL ADDRESS ADMINISTRATION INTRODUCED IN EIGHTEEN FIFTY EIGHT,hybrid-w2v2-grl
343,Bengali,Indo-Aryan,Male,18-30,Block the Apple Holdings from my account.,BLOCK THE APPLE HOLDINGS FROM MY ACCOUNT,hybrid-w2v2-grl
344,Maithili,Indo-Aryan,Male,60+,Is there any vaccination center nearby my location having CORBEVAX vaccine?,IS THERE ANY VAXINESCEN CENTER NEAR BY MY LOK I SUN HAVING CALLED BE VAX BAXIN,hybrid-w2v2-grl
345,Odia,Indo-Aryan,Male,60+,Visual,IS,hybrid-w2v2-grl
346,Urdu,Indo-Aryan,Male,18-30,Repeat my my,REEAT MY MY,hybrid-w2v2-grl
347,Maithili,Indo-Aryan,Female,45-60,Will there be Rs. 1000 in my Karnataka Gramin Bank account?,WILL THERE BE REPIECE ONE THOUSAND IN MICA NATRICA GRAMIN BANK ACCOUNT,hybrid-w2v2-grl
348,Bengali,Indo-Aryan,Female,18-30,"These tools include onomatopoeia, imagery, metaphor, simile, alliteration",THESE TWOOLS INCLUDE ORNAMENTOPIA IMAGERY METAPHOR SIMILEALITERITION,hybrid-w2v2-grl
349,Kannada,Dravidian,Female,18-30,"Multi-specialty hospitals are being built in all urban centers, and there are many private hospitals and hospital chains which have their branches in many parts of the state",MULTISPECIALITY HOSPITALS ARE BEING BUILT IN ALL URBAN CENTRS AND THERE ARE MANY PRIVATE HOSPITALS AND HOSPITAL CHAINS WHICH HAVE THEIR BRANCHES IN MANY PARTS OF THE STREET,hybrid-w2v2-grl
350,Bodo,Sino-Tibetan,Female,18-30,Jorhat,J H,hybrid-w2v2-grl
351,Maithili,Indo-Aryan,Male,60+,"In March 2009, he joined Praja Rajyam Party, founded by Chiranjeevi.",IN MARK TWO THOSAND NINE E GOING TO PUSARAGIAM PARTLY POUNTED BY CIN JABY,hybrid-w2v2-grl
352,Bengali,Indo-Aryan,Male,30-45,Making a schedule and sticking to it is what will keep motivation going,MAKING A SCADULE AND STICKING TO IT IS WHAT WILL KEEP MOTIVATION GOING,hybrid-w2v2-grl
353,Nepali,Indo-Aryan,Female,30-45,"Like early morning when I get up and go there and see in the terrace, they are enjoying the new sun.",LIKE EARLY MORNING WHEN I GET UP AND GO THERE AND SEE IN THE TERRACE THEY ARE ENJOYING THE NEW SUN,hybrid-w2v2-grl
354,Odia,Indo-Aryan,Male,60+,Which is the nearest vacccination center in district Yamunanagar,WHICH IS THE NEAREST MEXINISM CENTRE IN DISTRICT JONANAE,hybrid-w2v2-grl
355,Nepali,Indo-Aryan,Female,18-30,"So, starting with Maghi Chakrati, on Maghi Chakrati which",GISOS STARTING WITH MAGI SAGRATHI ON MAGI SAGRATHI A WHICH,hybrid-w2v2-grl
356,Odia,Indo-Aryan,Female,60+,you can talk about things that are of common interest.,OU CAN TALK ABOUT THINKS THAT ARE A COMONG INTEREST,hybrid-w2v2-grl
357,Kashmiri,Indo-Aryan,Female,30-45,Is there any nearby facility around PIN Code 608464 which is giving second dose for people of age group 15-17 years?,IS THERE ANY NAR BY FACILITY AROUND PENCOAT SIXTY RO EIGHT FOR SIX FOUR WHICH IS GIVING SECOND TOS FOR PEOPLE OF AGEGREW FIFTEEN TO SEVENTEEN YEARS,hybrid-w2v2-grl
358,Tamil,Dravidian,Female,18-30,better services with,THE METE SERVICES TH,hybrid-w2v2-grl
359,Nepali,Indo-Aryan,Female,30-45,"On the occasion of festival of Losar or Monpa Losar, it is traditional to wear new clothes. People greet each other with customary New Year greeting of Tashi Delek",ON THE OCISEN OF FESTIBLE OF LOSA OR MMUNPALOSAR IT IS TREADICONAL TO WEAR A NEW CLOTHES PEOPLE GREET EACH OTHER WITH CUSTOMARY NEW YEAR GREETING OF TASI DELE,hybrid-w2v2-grl
360,Kashmiri,Indo-Aryan,Female,30-45,"I make sure that it begins and ends with powerful expressions, because beginning and end are the most important parts of the poem",I MAKE SURE THAT IT PEGINS AND ENDS WITH POWERFUL EXPRESSIONS BECAUSE BEGINNING AND END ARE THE MOST IMPORTANT PARTS OF THE POEM,hybrid-w2v2-grl
361,Tamil,Dravidian,Female,45-60,"Around 1989,",AROUND NINETEEN EIGHTY NINE,hybrid-w2v2-grl
362,Kannada,Dravidian,Female,30-45,on,,hybrid-w2v2-grl
363,Odia,Indo-Aryan,Male,18-30,and,AND,hybrid-w2v2-grl
364,Maithili,Indo-Aryan,Male,30-45,assured of its quality because you will not use pesticides or manures that are harmful for human body.,ASSURED OF ITS QUALITY BECAUSE YOU WILL NOT USE PESTY SIDES OR MANURS THAT ARE HARMFUL POR HUMAN BODY,hybrid-w2v2-grl
365,Malayalam,Dravidian,Male,30-45,How do you practice and work on,HOW DO YOU PRACTISE AND WORK ON,hybrid-w2v2-grl
366,Kashmiri,Indo-Aryan,Female,30-45,"George Orwell's masterpiece, The Animal Farm, is one of my favourite pieces of writing.",GEOYGE OVAL'S MASTERPIECE THE ANIMAL FARM IS ONE OF MY FAVOURITE PIECES OF WRITING,hybrid-w2v2-grl
367,Kannada,Dravidian,Female,18-30,"Veeragase, Kamsale",WIRA GASE COMES SALA,hybrid-w2v2-grl
368,Konkani,Indo-Aryan,Female,18-30,Clara,LADA,hybrid-w2v2-grl
369,Hindi,Indo-Aryan,Female,30-45,"Although, I think recently a lot of media houses are coming up with a lot of regional languages as well",ALTHOUGH I THINK RECENTLY A LOT OF MEDEA HOUSES AR COMING UP WITH THE LOT OF REGINAL LANGUAGES AS WELL,hybrid-w2v2-grl
370,Maithili,Indo-Aryan,Female,30-45,"challenging also that how to reach those students, those who do not have smartphones",CHALLENGING ALSO THAT HOW TO REACH THOSE STUDENTS THOSOR WHO DO NOT HAVE SMART FOUNDS,hybrid-w2v2-grl
371,Malayalam,Dravidian,Male,30-45,Can you talk about a time when you had to overcome stage fright,CAN YOU TALK ABOUT TA TIME WHEN YOU HAD TO OVERCOME STEED'S FRIGHT,hybrid-w2v2-grl
372,Bodo,Sino-Tibetan,Male,18-30,Agree,,hybrid-w2v2-grl
373,Bengali,Indo-Aryan,Male,18-30,Give 5 stars to the product quality of Amul Cow Ghee,GIVE FIVE STURS TO THE PRODUT QUALITY OF ABULKAGI,hybrid-w2v2-grl
374,Hindi,Indo-Aryan,Male,30-45,Should I say,LIFA A,hybrid-w2v2-grl
375,Bodo,Sino-Tibetan,Male,18-30,change the color of the lights to blue,HENCE THE COLOR OF DELIGHTS TWO BLUE,hybrid-w2v2-grl
376,Telugu,Dravidian,Female,45-60,"Well, there was one TV show which I started watching during the pandemic,",THERE WAS ONE TO BE SHOW WHICH I STARTED WATCHING DURING THE PANTOMIC,hybrid-w2v2-grl
377,Bodo,Sino-Tibetan,Male,18-30,can you list all such centres in state Himachal Pradesh,CAN YOU LEAST ALL SUCH CENTRES INSTEAD HIMASAL PRODESS,hybrid-w2v2-grl
378,Dogri,Indo-Aryan,Female,45-60,Are there any chances of Crockery being available by this month ?,ARE THERE ANY CHANCES OF CROCKERY BEING AVAILABLE BY THIS MONTH,hybrid-w2v2-grl
379,Konkani,Indo-Aryan,Male,30-45,Verify the information of user,VERY FY THE INFORMATION OF USUR,hybrid-w2v2-grl
380,Marathi,Indo-Aryan,Female,18-30,Which are all the colleges offering UG level courses in academic year 2019 - 2020 and are approved by AICTE?,WHICH ARE ALL THE COLLEGES OFFERING UGY LEVEL COURSES IN ACADOMIC EAR TWENTY NINETY ND TWENTY TWENTY AND ARE APPROVED BY A ICITY,hybrid-w2v2-grl
381,Urdu,Indo-Aryan,Female,30-45,"Muslims here celebrate Eid-ul-Fitr, Eid-ul-Adha and Milad-un-Nabi.",MISS LIMPS HERE CELEBRATE LIDTLE FITHER E DO OTHER AND WEL OUT IN A BE,hybrid-w2v2-grl
382,Hindi,Indo-Aryan,Female,30-45,where in I was part of a group of 38 people,WHEREIN A WAS PART OF A GROUP OF THIRTY EIGHT PEOPLE,hybrid-w2v2-grl
383,Nepali,Indo-Aryan,Male,18-30,We should not let our inner critic win and we can also deal it by not comparing ourselves,E SHOULD NOT LET OUR INNER CRITIC WIN AND WE CAN ALSO DEL IT BY NOT COMPARING OURSELF,hybrid-w2v2-grl
384,Tamil,Dravidian,Male,30-45,Can I know the nearest vaccination center to my current location in district Meerut?,CAN I KNOW THE NEAREST EVACCINATION CENTRE TO MY CARENT LOCATION IN DISTRICT AMIRIC,hybrid-w2v2-grl
385,Konkani,Indo-Aryan,Male,18-30,Three,,hybrid-w2v2-grl
386,Malayalam,Dravidian,Male,45-60,11,E,hybrid-w2v2-grl
387,Tamil,Dravidian,Female,18-30,Punjab,NJA,hybrid-w2v2-grl
388,Telugu,Dravidian,Female,45-60,"According to the 2011 census report, there are 93,411 people who follow Buddhism in Mizoram.",ACCORDING TO THE TWO THOUSAND ELEVEN CENTSES REPORT THERE ARE NINETY THREE THOUSAND FOUR HUNDRED ELEVEN PEOPLE WHO FOLLOW BUDTHISM IN MISORAM,hybrid-w2v2-grl
389,Malayalam,Dravidian,Female,18-30,"India, we have seen how they have changed or the lives of their children have changed",ERENDA WE HAVE SEEN HOW THEY HAVE CHANGED OR THE LIVES OF THEIR CHILDREN HAVE CHANGED,hybrid-w2v2-grl
390,Gujarati,Indo-Aryan,Male,18-30,Forward,ADWOD,hybrid-w2v2-grl
391,Bengali,Indo-Aryan,Female,18-30,"English language uses various tools in literature, poetry and other forms of artistic expression.",ENGLISH LANGUAGE USES VARIOUS TOOLS IN LITERATURE POETRY AND ARE THE FORMS OF ARTISTIC EXPRESSION,hybrid-w2v2-grl
392,Urdu,Indo-Aryan,Male,30-45,"in Jeddah, Saudi Arabia with UNEP as a partner adopted the Jeddah Declaration on the Environment",IN GIDDA SO TE ARABIA WITH EU AND EPE AS A PARTNERADOPTED THE DIDA DECLARATION ON THE ENWORRMENT,hybrid-w2v2-grl
393,Gujarati,Indo-Aryan,Male,18-30,Agree,A GR,hybrid-w2v2-grl
394,Nepali,Indo-Aryan,Female,18-30,on,N,hybrid-w2v2-grl
395,Marathi,Indo-Aryan,Male,60+,When will Hersheys Dark Chocolate Bar be available for orderings?,WHEN WILL HERSHES DARK CHOCOLATE BAR BE AGLABLE FOR OUR DRINGKS,hybrid-w2v2-grl
396,Urdu,Indo-Aryan,Female,30-45,I would like to refer this day-to-day activity as an artwork,I WOULD LIKE TO HAVE HER THIS DAY TO DAY ACTIVITY AS A NUTWORK,hybrid-w2v2-grl
397,Tamil,Dravidian,Male,30-45,to underprivileged and marginalized communities,TO UNTER PRIVILEGED AND MARGYNIZED COMMUNITIES,hybrid-w2v2-grl
398,Bodo,Sino-Tibetan,Male,30-45,Though it was celebrated by the Bodos in a traditional way,DOR IT WAS CELEBRATED BY THE BORDERS IN A TRADITIONAL WEARE,hybrid-w2v2-grl
399,Maithili,Indo-Aryan,Male,30-45,So that can be done firstly by controlling your pace and secondly by controlling your breathing.,SO THAT CAN BE DONE FIRSTLY BY CONTROLLING YOUR PACE AND SECONDLY BY CONTROLLING YOUR BREATHING,hybrid-w2v2-grl
400,Telugu,Dravidian,Male,45-60,Can I get my order delivered after 2 Hours,CAN I GET MY ORDER DELIVERED AFTER TWO HOURS,hybrid-w2v2-grl
401,Nepali,Indo-Aryan,Male,18-30,"Since the primary level, I had to work hard to learn the English.",S THE PRIMARY LIVER I HAD TO WALK HARD TO LARN THE IN THIS MINUTE,hybrid-w2v2-grl
402,Maithili,Indo-Aryan,Male,30-45,Do I have more than Rs. 700 in my Google Pay account?,DO I HAVE MORE THAN RUPIES SEVEN HUNDRED IN MY GUGLE PAYACOUNT,hybrid-w2v2-grl
403,Odia,Indo-Aryan,Female,18-30,turn the speakers down to five percent,TURN THE SPEAKERS DOWN TO FIVE PERCENTS,hybrid-w2v2-grl
404,Odia,Indo-Aryan,Male,18-30,because we cannot expect everyone to learn one common language as such Everyone has the pride of their own language and,BECAUSE WE CANNOT EXPECT EVERY ONE TO A LEARN ONE COMMON LANGUAGE AS SUCH EVERYONE HAS THE PRIDE OF THEIR OWN LANGUAGE AND,hybrid-w2v2-grl
405,Assamese,Indo-Aryan,Female,30-45,"What are the main cultural and social issues faced by your state and how are they being addressed? Hint - poverty, inequality, discrimination, social justice.",WHAT ARE THE MAIN CULTUREL AND SOCELE YS SUS FACED BY YOUR STATE AND A HOWER THEY BEING ADDRESSED HINT POBARTY INEQUALITY DISCRIMINUS ANT SOCIEL JUSTICE,hybrid-w2v2-grl
406,Hindi,Indo-Aryan,Female,30-45,My favorite quote is from a classic play named A Woman of No Importance by Oscar Wilde.,MY FAVORITE COURT IS FROM A CLASSIC PLAY NAMED A WOMAN OF NO IMPORTANCE BY OSCA WILD,hybrid-w2v2-grl
407,Kannada,Dravidian,Female,30-45,Then I thought I will throw it away but I don't like wasting any food items,I THOUGHT I I WILL HROW IT AWAY BUT I DON'T LIKE WASTING ANY PHOD ITEMS,hybrid-w2v2-grl
408,Malayalam,Dravidian,Male,18-30,Can you check if the OTP 819441 is still valid for vaccine registration for user with phone number 79304698551,AND A CHECK IF THE OTIPY EIHT ONE NINE FOUR FOUR ONE IS TILY VALUED FOR VAX ON REGUTRUTION FOR USER WHICH OR NUMBER SEVEN NAND THREE HERE OF FOUR SIX NAN EIGHT FIVE FIVE ONE,hybrid-w2v2-grl
409,Tamil,Dravidian,Female,30-45,"After this controversy ran its course, the prominence of the holiday declined for a few centuries.",AFTER THIS CONTROVERS HY RAN ITS COULSE THE PROMINENCE OF THE HOLIDAY DECLINED FOR A FEW CENTURIES,hybrid-w2v2-grl
410,Urdu,Indo-Aryan,Female,45-60,Sikhism,SIKISM,hybrid-w2v2-grl
411,Hindi,Indo-Aryan,Female,30-45,who trekked up to Sarkondi Pass,WHO TRICKED UP TO SARCONTI PAS,hybrid-w2v2-grl
412,Telugu,Dravidian,Male,45-60,"Almost all religions practiced in our state encourage dialogue, encourage peace and interfaith cooperation, as well as help develop mutual understanding.",ALMOST ALL RELIGIONS PRACTISED IN OUR STATE ENCOURAGED DIALOGUE ENCOURAGE PEACE AND INTERFATHE CO OPERATION AS WELL AS HELP DEVELOP MUTUAL UNDERSTANDING,hybrid-w2v2-grl
413,Nepali,Indo-Aryan,Female,30-45,I feel this is the best way to preserve the nature in urban areas.,I HEEL THIS IS THE BESTE WAY TO PRESERVE THE NATURE IN ARBAN ARIAS,hybrid-w2v2-grl
414,Maithili,Indo-Aryan,Female,30-45,Yes,,hybrid-w2v2-grl
415,Marathi,Indo-Aryan,Male,60+,Karnataka,ANOTHER GA,hybrid-w2v2-grl
416,Marathi,Indo-Aryan,Female,30-45,999,MIM ANTEAN MANTMIN,hybrid-w2v2-grl
417,Gujarati,Indo-Aryan,Male,18-30,So the other thing that makes English grammar unique is that most of the rules are very well structured,SO THE DIRTING TET MAKES ENGLISH A GRAMMA UNIQUE IS THERE USE  MOST OF THE RULES ARE VERY WELL STRUCTURED,hybrid-w2v2-grl
418,Konkani,Indo-Aryan,Male,18-30,"Riding a bike is a trend, whether e-bike, cargo bike, or mountain bike. The sustainable sport work in the mountains, as well as in the urban outdoor lifestyle",RIDING A BIKE IS A TRAINDWETHERE BIKE CARGO BIKE OR MOUNTAIN BIKE THE SUSTAINABLE SPORT WORKED IN THE MOUNTAINS AS WELL AS IN THE URBAN OUTTUR LIFE STYLE,hybrid-w2v2-grl
419,Kashmiri,Indo-Aryan,Female,30-45,provide a powerful expression to our thoughts.,PROVIDE A POWERFUL EXPRESSION TO OUR THOUGHTS,hybrid-w2v2-grl
420,Telugu,Dravidian,Female,45-60,what is a cookie recipe,WHAT IS A COOKY RECIPE,hybrid-w2v2-grl
