uid,accent,language_family,gender,age,reference,hypothesis,model
391,Bengali,Indo-Aryan,Female,18-30,"English language uses various tools in literature, poetry and other forms of artistic expression."," English language uses various tools, in literature poetry and other forms of artistic expression.",whisper-tiny
392,Urdu,Indo-Aryan,Male,30-45,"in Jeddah, Saudi Arabia with UNEP as a partner adopted the Jeddah Declaration on the Environment", in Diddha Sauri Arabia with UNEP as a partner adopted the Diddhadi declaration on the environment.,whisper-tiny
393,Gujarati,Indo-Aryan,Male,18-30,Agree, agree.,whisper-tiny
394,Nepali,Indo-Aryan,Female,18-30,on, on.,whisper-tiny
395,Marathi,Indo-Aryan,Male,60+,When will Hersheys Dark Chocolate Bar be available for orderings?, When will hereshes dark chocolate bar be available for all drinks?,whisper-tiny
396,Urdu,Indo-Aryan,Female,30-45,I would like to refer this day-to-day activity as an artwork, I would like to refer this day to the activity as a not work.,whisper-tiny
397,Tamil,Dravidian,Male,30-45,to underprivileged and marginalized communities, to underprivileged and marginalized communities.,whisper-tiny
398,Bodo,Sino-Tibetan,Male,30-45,Though it was celebrated by the Bodos in a traditional way," Dorf, it was celebrated by the borders in a traditional way.",whisper-tiny
399,Maithili,Indo-Aryan,Male,30-45,So that can be done firstly by controlling your pace and secondly by controlling your breathing., So that can be done firstly by controlling your pace and secondly by controlling your breathing.,whisper-tiny
400,Telugu,Dravidian,Male,45-60,Can I get my order delivered after 2 Hours, Can I get my order delivered after two hours?,whisper-tiny
401,Nepali,Indo-Aryan,Male,18-30,"Since the primary level, I had to work hard to learn the English.", the primary level I had to work hard to launch the English.,whisper-tiny
402,Maithili,Indo-Aryan,Male,30-45,Do I have more than Rs. 700 in my Google Pay account?, Do I have more than Rs 700 in my Google Pay Account?,whisper-tiny
403,Odia,Indo-Aryan,Female,18-30,turn the speakers down to five percent, turn this because down to 5%.,whisper-tiny
404,Odia,Indo-Aryan,Male,18-30,because we cannot expect everyone to learn one common language as such Everyone has the pride of their own language and," because we cannot expect everyone to learn one common language as such, everyone has the pride of their own language and",whisper-tiny
405,Assamese,Indo-Aryan,Female,30-45,"What are the main cultural and social issues faced by your state and how are they being addressed? Hint - poverty, inequality, discrimination, social justice."," What are the main cultural and social issues faced by your state and the Howard? They being addressed, hint, poverty, inequality, discrimination, social justice.",whisper-tiny
406,Hindi,Indo-Aryan,Female,30-45,My favorite quote is from a classic play named A Woman of No Importance by Oscar Wilde., My favorite quote is from a classic play named a woman of no importance by Oscar Wilde.,whisper-tiny
407,Kannada,Dravidian,Female,30-45,Then I thought I will throw it away but I don't like wasting any food items, I thought I will throw it away but I don't like wasting any food items.,whisper-tiny
408,Malayalam,Dravidian,Male,18-30,Can you check if the OTP 819441 is still valid for vaccine registration for user with phone number 79304698551, And in check if the OTP 819431 is till valid for vaccine registration for user which on number 719304688551.,whisper-tiny
409,Tamil,Dravidian,Female,30-45,"After this controversy ran its course, the prominence of the holiday declined for a few centuries."," After this controversy ran its course, the prominence of the holiday decline for a few centuries.",whisper-tiny
410,Urdu,Indo-Aryan,Female,45-60,Sikhism, Thank you.,whisper-tiny
411,Hindi,Indo-Aryan,Female,30-45,who trekked up to Sarkondi Pass, who tracked up to Sargundi Pass,whisper-tiny
412,Telugu,Dravidian,Male,45-60,"Almost all religions practiced in our state encourage dialogue, encourage peace and interfaith cooperation, as well as help develop mutual understanding."," Almost all religions practice in our state, encourage dialogue, encourage peace and interfaith cooperation, as well as help develop mutual understanding.",whisper-tiny
413,Nepali,Indo-Aryan,Female,30-45,I feel this is the best way to preserve the nature in urban areas., I feel this is the best way to preserve the nature in urban areas.,whisper-tiny
414,Maithili,Indo-Aryan,Female,30-45,Yes, Yes.,whisper-tiny
415,Marathi,Indo-Aryan,Male,60+,Karnataka, Karnataka.,whisper-tiny
416,Marathi,Indo-Aryan,Female,30-45,999," May 9th, May 9th, May 9th.",whisper-tiny
417,Gujarati,Indo-Aryan,Male,18-30,So the other thing that makes English grammar unique is that most of the rules are very well structured, So the other thing that makes English grammar unique is that most of the rules are very well structured.,whisper-tiny
418,Konkani,Indo-Aryan,Male,18-30,"Riding a bike is a trend, whether e-bike, cargo bike, or mountain bike. The sustainable sport work in the mountains, as well as in the urban outdoor lifestyle"," Riding a bike is a trend. Whether ebike, cargo bike or mountain bike, the sustainable sport work in the mountains as well as in the urban outdoor lifestyle.",whisper-tiny
419,Kashmiri,Indo-Aryan,Female,30-45,provide a powerful expression to our thoughts., provide powerful expression to our thoughts.,whisper-tiny
420,Telugu,Dravidian,Female,45-60,what is a cookie recipe, What is a cookie recipe?,whisper-tiny
421,Sindhi,Indo-Aryan,Male,30-45,physical exercise and meditative postures, physical exercise and meditative postures.,whisper-tiny
422,Urdu,Indo-Aryan,Male,30-45,and still getting more experience while working for AI4Bharat, and still getting more experience while working for AI for Bharat.,whisper-tiny
423,Marathi,Indo-Aryan,Male,60+,Kerala, Here are,whisper-tiny
424,Kannada,Dravidian,Female,18-30,84 can you check my current holdings in APY?, 8-4 can you check my current holding scene?,whisper-tiny
425,Malayalam,Dravidian,Male,30-45,"scholarships for OBC students, like", scholarships for all BC students like,whisper-tiny
426,Nepali,Indo-Aryan,Male,18-30,"Dak Bungalow of Darjeeling, Kothiyar Bungalow of different Singonad Plantations,"," Dark bungalow of dazzling, cootier bungalow of different singunah, plantations.",whisper-tiny
427,Bengali,Indo-Aryan,Female,45-60,Show the current holdings of my APY account with PRAN number 527154998165, show the current holding of my EP account with Pran number 527154198165.,whisper-tiny
428,Punjabi,Indo-Aryan,Male,60+,on By Nature Coconut Flour, on by nature coconut floor.,whisper-tiny
429,Kashmiri,Indo-Aryan,Female,30-45,"Due to this turmoil, the schools remain shut for prolonged periods of time."," Due to this turmoil, the schools remain shut for prolonged periods of time.",whisper-tiny
430,Nepali,Indo-Aryan,Female,30-45,Tell me about the fund size and minimum investment needed for Pradhan Mantri Jan Dhan Yojana Savings Scheme, Tell me about the font size and minimum investment needed for Pradhan Mantrizan than using a savings scheme.,whisper-tiny
431,Tamil,Dravidian,Male,45-60,"dress, and in terms of language", address and in terms of legbeats.,whisper-tiny
432,Urdu,Indo-Aryan,Male,45-60,Resend the OTP for linking Zomato to my account., Recent the OTB for linking Zometo to my account.,whisper-tiny
433,Bodo,Sino-Tibetan,Female,18-30,Backward, Becward.,whisper-tiny
434,Malayalam,Dravidian,Female,18-30,"So here we are a state that boasts of 100% literacy, which means that all our citizens,", So here we are a state that both of 100 percent literacy which means that all R C,whisper-tiny
435,Bodo,Sino-Tibetan,Male,30-45,is grounded, is grounded.,whisper-tiny
436,Odia,Indo-Aryan,Male,60+,No, No.,whisper-tiny
437,Bodo,Sino-Tibetan,Female,18-30,"So, there are four types of mandalas that are used for different purposes. Like, the first one is outer mandala. So it's a basic kind of mandala that represents the universe"," there are four types of mandalas that are used for different purposes like first one is outer mandala. So, it is a basic kind of mandala that represents the universe.",whisper-tiny
438,Odia,Indo-Aryan,Male,18-30,or renovate the churches or the monuments for all, renovate the church or the monuments for all the,whisper-tiny
439,Nepali,Indo-Aryan,Male,18-30,Repeat yesterday's order and add XY of DP Decorative Wax Candles Scented and 2 pieces Wild Stone Code Copper Body Perfume., Repeat yesterday's order and add x y of dp decorative wax candle sent it and 2 pieces wild stone coat copper body for film.,whisper-tiny
440,Odia,Indo-Aryan,Female,18-30,people can buy online as because after Covid, People can buy online as because after COVID,whisper-tiny
441,Assamese,Indo-Aryan,Male,30-45,Can you show recommendation on Fragrances ?, Can you show recommendation on fragrances?,whisper-tiny
442,Odia,Indo-Aryan,Female,60+,"I don't think I can answer this question because English is a foreign language to me,", I do not think I can answer this question because English is a foreign language to me.,whisper-tiny
443,Urdu,Indo-Aryan,Female,45-60,socially weaker sections of the society, socially weaker section of the society.,whisper-tiny
444,Dogri,Indo-Aryan,Female,18-30,"Then we have a place called Patnita of Mansar, Shorin sir, some amusement parks like colonial farms."," Then we have a place called Patnitov, Mansur, Surin Sur, some amusement parks like Colonial farms.",whisper-tiny
445,Urdu,Indo-Aryan,Male,45-60,On, on.,whisper-tiny
446,Odia,Indo-Aryan,Female,30-45,Chandipur, Chandipur.,whisper-tiny
447,Urdu,Indo-Aryan,Male,30-45,"Furthermore, the concept of protected areas i.e. haram is intrinsic to Islam.", furthermore the concept of protected areas that is haram is instant-intensive to Islam.,whisper-tiny
448,Hindi,Indo-Aryan,Female,30-45,because out there in the open, life because out there in the open.,whisper-tiny
449,Maithili,Indo-Aryan,Male,30-45,Obviously it is a wonderful feeling that I got when I started cultivating my own vegetables on my rooftop garden last year., Obviously it is a wonderful feeling that I got when I started cultivating my own vegetables on my rooftop garden last year.,whisper-tiny
450,Telugu,Dravidian,Female,45-60,Help, help us.,whisper-tiny
451,Kannada,Dravidian,Female,18-30,On a daily basis we use curry bevu and kothamri in cooking," On a daily basis, we use curry baiwan kottambri in cooking.",whisper-tiny
452,Marathi,Indo-Aryan,Female,18-30,So it is fed to my reading list in my phone., So it is a fact do my reading list in my phone.,whisper-tiny
453,Maithili,Indo-Aryan,Female,45-60,"So I poured some in the starting, then again I poured and finally it happened that it became so wet"," So, I poured some in the starting then again I poured and finally it happened that it became so wet.",whisper-tiny
454,Kashmiri,Indo-Aryan,Male,18-30,"The industry isn't that popular over here in Kashmir.So there are very less opportunities of finding such places. Personally, I do not know any such places where tourists can come and enjoy music and singing.But Yes, there are some certain occasions wherein the local artists or sometimes the artists from other part of India as well come here. They take part. They sing in front of people"," In this region that popular over here in Kashmir. So there are very less opportunities of finding such places. I personally do not remember or do not know any of such places over here where tourists can come and enjoy Mexican singing. But yes, there are some certain occasions wherein the local artists are sometimes the artists from other part of India as well come here and they take part in the singing front of people.",whisper-tiny
455,Odia,Indo-Aryan,Female,60+,how long should you cook a whole chicken in a three hundred and seventy five degree oven, How long should we cook the whole chicken in a 375 degree oven?,whisper-tiny
456,Urdu,Indo-Aryan,Female,30-45,Play, Please.,whisper-tiny
457,Dogri,Indo-Aryan,Male,30-45,"I watched the short film on the story of Mata Vaishno Devi at Clark in Suit, Qatar."," I watched the short remunters story of Matavashwati Viet Clark in suit, Katra during",whisper-tiny
458,Telugu,Dravidian,Female,45-60,Agree, agree.,whisper-tiny
459,Kashmiri,Indo-Aryan,Female,30-45,Delhi, Delhi.,whisper-tiny
460,Urdu,Indo-Aryan,Female,18-30,Did I receive the money back after the unsuccessful transaction?, Did I receive the money back after the unsuccessful transaction?,whisper-tiny
461,Kannada,Dravidian,Female,30-45,It got stick it just went on sticking and tearing," It got just went on, sticking and tearing.",whisper-tiny
462,Assamese,Indo-Aryan,Male,18-30,Learn, learn.,whisper-tiny
463,Malayalam,Dravidian,Male,18-30,Next, next.,whisper-tiny
464,Odia,Indo-Aryan,Female,18-30,"He used to deal everything in a traditional way, but now he is slowly and gradually switching to the digitalization or automation mode"," he used to deal everything in a traditional way, but now he is slowly and gradually switching to the digitalization or automation mode.",whisper-tiny
465,Nepali,Indo-Aryan,Male,18-30,And on that day Nepali women come and visit at program by wearing their cultural costumes," on that day, may vary human common visit at program by wearing their calls or",whisper-tiny
466,Malayalam,Dravidian,Female,18-30,put an order in for two pizzas from domino's, put an order in for two pieces from dominos.,whisper-tiny
467,Urdu,Indo-Aryan,Male,30-45,and beautified by palaces, and beautified by PLS's,whisper-tiny
468,Tamil,Dravidian,Female,60+,One, One.,whisper-tiny
469,Telugu,Dravidian,Male,45-60,Two, too.,whisper-tiny
470,Malayalam,Dravidian,Female,30-45,"As Christianity spread and handwritten copies of the Christian scriptures multiplied, the Bible was translated into vernacular languages, including Syriac, Coptic, Ethiopian, Armenian, even in my native language Malayalam"," As Christianity spread and handwritten copies of the Christian scriptures multiplied, the Bible was translated into word-nacular languages, including Syracoptic ethyopen armenian, even in my native language, Malayalam.",whisper-tiny
471,Gujarati,Indo-Aryan,Female,30-45,Show me all the donations, Show me all the donations.,whisper-tiny
472,Bodo,Sino-Tibetan,Female,18-30,The core of Sattriya Nritya has usually been the mythological stories so, So the core of a Satyur literature has usually been the myological stories.,whisper-tiny
473,Urdu,Indo-Aryan,Male,18-30,Backward, backward.,whisper-tiny
474,Dogri,Indo-Aryan,Male,30-45,"as Insta, Facebook they have their own", As in Star Facebook they have their own,whisper-tiny
475,Malayalam,Dravidian,Male,45-60,"We keep Hindi as the national language, as the only national language, which is not the case now"," We keep Hindi as a national language, as the only national language, which is not the case now.",whisper-tiny
476,Maithili,Indo-Aryan,Male,30-45,How do I report potential fraud to PayZapp, how do I report potential for 2KJAP?,whisper-tiny
477,Tamil,Dravidian,Female,60+,show me the picture of the singer, Show me the picture of the singer.,whisper-tiny
478,Hindi,Indo-Aryan,Male,30-45,and makes jokes about it, and makes jokes about it.,whisper-tiny
479,Dogri,Indo-Aryan,Male,18-30,"The major arts and crafts in our state, Jammu and Kashmir, are weaving"," The major arts and crafts in our state, Jamone Kashmir are weaving.",whisper-tiny
480,Telugu,Dravidian,Female,45-60,"Nowadays, all the movies have English words in that and schools also.", Nowadays all the movies have English words in that and schools also,whisper-tiny
481,Maithili,Indo-Aryan,Male,30-45,which has given rise to fishy culture., which has given rise to Pissi culture.,whisper-tiny
482,Kashmiri,Indo-Aryan,Female,30-45,Zero, Zero.,whisper-tiny
483,Urdu,Indo-Aryan,Female,30-45,"As Kuwampu described in Jai Bharata Jananiya Tanujaate, Karnataka state anthem, that is aspiration has been to see it as Sarva Janan Gada Sahaan Shantiya Doda, a garden of peace for all communities. The statue of Bahubali, a messenger for non-violence in Shravanapillai Gola or the shrine of Baba Buddha and the Tatraya, sacred for both Muslims and Hindus, are symbolic of this."," As Kuwaitan Buddhist described in Chai Bhara Tajananiya Tanujate, Kanada Kastit Antham, that his aspiration has been to see it as Sarva Jhanan Gada Sahar Shantya Duda, a garden of peace for all communities. The statue of Babali, Messenger for non-violence, in Shravana Bila Gulah, or the shrine of Bababudan and Dattatraya, sacred for both Muslims and Hindus, are symbolic of this.",whisper-tiny
484,Bodo,Sino-Tibetan,Female,18-30,"Beijing, Dubai, Shanghai, Tokyo, London", Pazing Dubai Sangai Tokyo London,whisper-tiny
485,Urdu,Indo-Aryan,Female,18-30,"Amte later founded ""Somnath"" and ""Ashokwan"" ashrams for people suffering from leprosy.", I am day later founded so not and a show of one assurance for people suffering from leprosy.,whisper-tiny
486,Tamil,Dravidian,Female,18-30,Tree, 3,whisper-tiny
487,Odia,Indo-Aryan,Male,60+,"Simon Commission, was a group of seven Members of Parliament under the chairmanship of Sir John Simon.", known as Simon Commission was a group of seven members of parliament under the chairmen's Epochard John Simon.,whisper-tiny
488,Maithili,Indo-Aryan,Female,30-45,"So, in response to this question that how has the education system in my state adapted to the changing needs and demands of society"," So, in response to this question that how has the education system in my state adapted to the changing needs and demands of society?",whisper-tiny
489,Bodo,Sino-Tibetan,Male,45-60,"mental stamina is more stable than before, where I have been doing yoga on a regular basis", mental stamina is more stable than before after I have been doing yoga on a regular basis.,whisper-tiny
490,Urdu,Indo-Aryan,Female,30-45,to a Tehzeebic culture or the mannerism of Urdu., to a the hezybic culture or the mannerism of Urdu.,whisper-tiny
491,Gujarati,Indo-Aryan,Male,30-45,of course in India English is not spoken with one accent," Of course, in India English is not spoken with one accent.",whisper-tiny
492,Urdu,Indo-Aryan,Female,45-60,Yes there are minority religions present in this region," Yes, there are minority religions present in this region.",whisper-tiny
493,Telugu,Dravidian,Female,45-60,"Lower-grade tumors, with a more favorable prognosis, can be treated less aggressively, and have a better survival rate.", Lower grade tumors with a more favorable prognosis can be treated less aggressively and have a better survival rate.,whisper-tiny
494,Tamil,Dravidian,Female,18-30,that song is my favorite, That song is my favorite.,whisper-tiny
495,Urdu,Indo-Aryan,Male,45-60,sound off, Sound off.,whisper-tiny
496,Punjabi,Indo-Aryan,Female,45-60,Dog, dog.,whisper-tiny
497,Gujarati,Indo-Aryan,Female,30-45,opt for English as a way of communication, opt for English as a way of communication.,whisper-tiny
498,Urdu,Indo-Aryan,Female,45-60,Nowadays I prefer reading electronic versions, Nowadays I prefer reading electronic versions.,whisper-tiny
499,Urdu,Indo-Aryan,Female,30-45,"Karnataka is home to 50 different tribes, each having their own traditions and customs.", Canada is home to 50 different tribes each having their own traditions and customs. Festival,whisper-tiny
