uid,accent,language_family,gender,age,reference,hypothesis,model
289,Kashmiri,Indo-Aryan,Male,18-30,Do you want to continue your vaccine registration for phone number 72085848900 using OTP or MPIN?,DO YOU WANT TO CONTINUE YOUR VAXYING REGISTRATION FOR FULL NUMBER SEVEN TO ZERO EIGHT FIVE EIGHT FOUR IGHT NINE ZERO ZERO USING OTIPI AR EMPIN,wav2vec2-base
290,Telugu,Dravidian,Female,45-60,Bharti,NOT A D,wav2vec2-base
291,Telugu,Dravidian,Female,45-60,when you color they are very glossy and shining.,WHEN YOU COLOR THEY ARE VERY GLOSSY AND SHINING,wav2vec2-base
292,Nepali,Indo-Aryan,Female,18-30,"So Usually, not only me, we or",THO MENA USUALLY NOT ONLY ME WE ARE,wav2vec2-base
293,Nepali,Indo-Aryan,Male,18-30,English through the private English school or boarding schools or even not from the English,INLISH HA TO DE PRIVATE IN SSCHOOL OR BORD OR BODINGSCOOS A ORLIBUT NOT FROM THE ENGLISH,wav2vec2-base
294,Odia,Indo-Aryan,Female,60+,because there aren't enough colleges in accordance with the demand for college education.,BECAUSE THER ARNT AN OPHER COLLEGIS IN ACCURENCE WITH THE DEMANDCOR CAL EDEDUCATION,wav2vec2-base
295,Odia,Indo-Aryan,Female,30-45,Wow,,wav2vec2-base
296,Kashmiri,Indo-Aryan,Female,30-45,Cat,,wav2vec2-base
297,Malayalam,Dravidian,Female,18-30,Determine the actions that will have the greatest impact then we,DETERMINE THE ACTIONS THAT WILL HAVE THE GREATEST IMPACTS THEN WE,wav2vec2-base
298,Urdu,Indo-Aryan,Female,45-60,Andhra Pradesh,I THE THA THI,wav2vec2-base
299,Marathi,Indo-Aryan,Female,18-30,the interest of my sport.,ALANGEST OF MY SPORT,wav2vec2-base
300,Urdu,Indo-Aryan,Male,30-45,there is a discrimination also and more challenges that the education system is experiencing today talking of saffronization,THAT IS E DISCREMANE DISCRIMINATION OF THE SOUL AND MORE CHILENGIS THAT THE EDUCATION SYSTEMIS EXPEDIENTINED TO TE TALKING OF CEPHLONIZATION,wav2vec2-base
301,Sindhi,Indo-Aryan,Male,30-45,according to me is a great influence,ACCORDING TO ME IS A GREAT INFLUENCE,wav2vec2-base
302,Dogri,Indo-Aryan,Male,18-30,which highly impacts the business sector of logistics and other things.,THE CHILIN BAGS THE BUSINESS LIKE THE OFF LODGESTICS AND OTHER THINGS,wav2vec2-base
303,Bodo,Sino-Tibetan,Male,45-60,The world famous national parks called,DE ORPHEMOUS NATIONAL PERKON CALL,wav2vec2-base
304,Punjabi,Indo-Aryan,Female,18-30,Set a reminder for my pending payment to contact Mahnoor,SETTLE REMINDER FROM A PENDING PAYMENT TO CONTACT MANU,wav2vec2-base
305,Nepali,Indo-Aryan,Male,18-30,"learn to say no, never judge a book by its cover, many hands make light work, everyone",LONED TO SAY NO NEVER DOGE A BOOK BY ITS COVER MANY HAD A MANY HANDS MAKE LIGHT WORK  EVERY ON,wav2vec2-base
306,Bodo,Sino-Tibetan,Male,30-45,Yes,,wav2vec2-base
307,Urdu,Indo-Aryan,Male,30-45,"with main roads, thoroughfares, and subsidiary roads",WITH MAIN ROLS THOROUGHFARES AND SUCCEDIDIDODS,wav2vec2-base
308,Bengali,Indo-Aryan,Female,18-30,Backward,B,wav2vec2-base
309,Kashmiri,Indo-Aryan,Female,30-45,"in achieving these goals, but the government is trying hard to provide good living conditions to all the citizens.",IN ACHIEVING THESE GOLDS BUT THE GOVERNMENT IS TRYING HARD TO PROVIDE GOOD LIVING CONDITIONS TO ALL THE CITIZENS,wav2vec2-base
310,Dogri,Indo-Aryan,Male,30-45,"Every region of Blink district has two to three government hospitals. These hospitals, they're loaded off their area",EVERY LEGION OBLIG DISTRIC HAS TU TO TRAY GOVERMENT HOSPITALS THESE HOSPITALS THE LOUDIROV THER EDIA,wav2vec2-base
311,Telugu,Dravidian,Female,45-60,House,OS,wav2vec2-base
312,Nepali,Indo-Aryan,Male,18-30,We celebrate it as a festival yearly.,O CELEBRATE IT AS A FESTIVALIA LIIN,wav2vec2-base
313,Gujarati,Indo-Aryan,Female,30-45,But I believe we should train our own voice because God has blessed us with certain kind of,BUT I BELIEVE WE SHOULD TRAY IN OUR OWN VOICE BECAUSE GOD HAS BLESSED US WITH CERTAIN KIND OF,wav2vec2-base
314,Nepali,Indo-Aryan,Female,18-30,like we don't put jeera,LAK GAMOVIDONT APUD AGIRA,wav2vec2-base
315,Bodo,Sino-Tibetan,Male,30-45,The 12-step program which is recognized by WHO,THE TWELVE STAIR PROGRAMME WISIS RECOGNAS BY THE VOU,wav2vec2-base
316,Marathi,Indo-Aryan,Female,18-30,One such lesser known offbeat and part destinations I would suggest is,WHEN SUCH LESSER KNOWN OF BEATEN PART DESTINATIONS IVORD SUGGESTIS,wav2vec2-base
317,Telugu,Dravidian,Female,45-60,how would i use formidable in a sentence,OW WOULD I USED FORMIDABLE IN A SENTENCE,wav2vec2-base
318,Gujarati,Indo-Aryan,Male,18-30,On,,wav2vec2-base
319,Malayalam,Dravidian,Male,30-45,And they also give scholarships for students,AND DAY ALSO A GIVE SCHOLARSHIPS FOR STUDENTS A,wav2vec2-base
320,Urdu,Indo-Aryan,Male,30-45,"A Dravidian language related to Telugu,",A DERIDIAN LANGUAGE DELITED TO TILUGU,wav2vec2-base
321,Punjabi,Indo-Aryan,Male,30-45,Three,,wav2vec2-base
322,Marathi,Indo-Aryan,Female,30-45,The dialects,THEDILICS,wav2vec2-base
323,Urdu,Indo-Aryan,Female,45-60,There are various subjects taught in various colleges,THERE ARE VARIOUS SUBJECTS TOT IN VARIOUS COLLEGES,wav2vec2-base
324,Urdu,Indo-Aryan,Male,30-45,when is the last time i contacted John Smith,WHEN IS THE LAST TIME I CONDUCTORD JOHN SMIT,wav2vec2-base
325,Bodo,Sino-Tibetan,Female,18-30,So the vegetables are collected from the forest in the evening and it is cooked with pork or chicken and served with rice beer.,ATHE VEGETABLES ARE RECOLLECTED FROM THE FORESTS AND IN THE EVENING AND IT IS COKDWIT A PORCOR CHICKEN AND SARGRID RICEBEAR,wav2vec2-base
326,Tamil,Dravidian,Female,18-30,"In 1923, he brought out Maharashtra Dharma,",IN NINETEEN TWENTY THREE HE BROUGHT OUT MAHARASHTRED HARMA,wav2vec2-base
327,Hindi,Indo-Aryan,Female,30-45,if your future,I FEW FEW TO,wav2vec2-base
328,Nepali,Indo-Aryan,Female,30-45,to enable West Bengal to transform into a knowledge-driven welfare society with extensive use of IT,TO ENABLE WISTWINGLE TO TRANSFORM INTO A KNOWLEDGE DRIVEN WITH WELFAIR SOCIETY WITH EXTENSIVE VIEWS OF IETY,wav2vec2-base
329,Urdu,Indo-Aryan,Female,45-60,i need to go to mysore at five an on sunday by train,I NEED TO GO TO MY SOUR AT FIVE AM ON SUNDAY BY TRAIN,wav2vec2-base
330,Maithili,Indo-Aryan,Female,45-60,which I feel proud to be as a speaker of English are,WHICH I FEEL PROUT TO BE AS A SPEAKER OF ENGLISH A,wav2vec2-base
331,Telugu,Dravidian,Female,45-60,"Actually, there's a book called a boy in the striped pajamas and I once read the book, but I didn't like it that much. But then I got to see the movie which came in the YouTube. And then once I saw the movie, I was so impressed by it and I went back to read the book again. And that is when I started liking it so much.",H ACTUALLY THERE IS A BOOK CALLE A BOY IN THE STRIPED BY JAMAS AND E I ONCE READ THE BOOK BUT I DIDN'T LIKE IT THAT MUCH BUT THEN I GOT TO SEE THE MOVIE WHICH CAME IN OTHER A YOU DO AND THEN ONCE I SAW THE MOVIE I WAS SO OR IMPRESSED BY IT AND I WENT BACK TO READ THE BOOK AGAIN AND THAT IS WHEN I STARTED LIKING IT SO MUCH,wav2vec2-base
332,Nepali,Indo-Aryan,Male,18-30,And we know both the players and audience get enjoyed with the craze of sports.,WE KNOWBUT THE PLIERSEN ODONCA AR GET ENJOYED A WITH THE CRASE OF ISPORTS I,wav2vec2-base
333,Telugu,Dravidian,Female,45-60,Cement industry is one of the important industries in our district and they are facing lack of skilled labour.,SIMENT INDUSTRY ESE ONOG THE IMPORTANT INDUSTRIOUS INOARE DISTIC AND E THEOF A SINGE LACK OF SCILELEVER,wav2vec2-base
334,Konkani,Indo-Aryan,Male,60+,or we should remain an independent union territory that time.,ON VITUDIMN AN IEMENNEN UNIENDEDIDTIDETIM,wav2vec2-base
335,Kannada,Dravidian,Female,18-30,One,,wav2vec2-base
336,Kannada,Dravidian,Male,60+,Technology,ECNAMADI,wav2vec2-base
337,Urdu,Indo-Aryan,Male,30-45,known as the Bhadra Fort,KNOWN AS TE BUDRAFORK,wav2vec2-base
338,Maithili,Indo-Aryan,Female,30-45,"Because of this, spectator interest is sometimes greater for men's doubles than for singles.",BECAUSE OF THIS SPECTATOR INTEREST ISOMETIMES GREATER FORD MENTS DOUBLES THAN FOR SINGERS,wav2vec2-base
339,Nepali,Indo-Aryan,Male,18-30,"Many times I tried to talk in English with my friends, my seniors, and with my teachers.",TEMS I TRY TO TALK INLIS AR WITH MY FRIENDS MESSIGNORS AND WITH MY TITCHERS,wav2vec2-base
340,Urdu,Indo-Aryan,Male,30-45,orderly development and progress,ORDERLY DEVELOPMENTAND PROGRESS,wav2vec2-base
341,Odia,Indo-Aryan,Male,18-30,Odisha has the northernmost parts of the eastern Ghats in Koraputs like Devamali hill which is the highest point in Odisha,OR DISA HAS THE NOTERMOST PARTS OF THE EASTERN CARDS IN GOR APORDS LIKE THE MARLY HILL WHICH IS THE HIGHEST POINT IN URDISA,wav2vec2-base
342,Urdu,Indo-Aryan,Male,30-45,and regular municipal administration introduced in 1858,AN REGULAR MUNICIPAL ADDRESS ADMINISTRATION INCORRUSED IN EIGHTEEN FIFTY EIGHT,wav2vec2-base
343,Bengali,Indo-Aryan,Male,18-30,Block the Apple Holdings from my account.,BLOCK THE APPLE HOLDDINGS FROM MY ACCOUNT,wav2vec2-base
344,Maithili,Indo-Aryan,Male,60+,Is there any vaccination center nearby my location having CORBEVAX vaccine?,IS THERE ANY VAXINESSAN CENTR NEAR BY MY LOKY SON HAVING CALLED BE VAX BAXIN,wav2vec2-base
345,Odia,Indo-Aryan,Male,60+,Visual,MEO,wav2vec2-base
346,Urdu,Indo-Aryan,Male,18-30,Repeat my my,WE BE MI MIY,wav2vec2-base
347,Maithili,Indo-Aryan,Female,45-60,Will there be Rs. 1000 in my Karnataka Gramin Bank account?,WILL THERE BE A PEECE ONE THOUSAND IN MY CAR NARTICA GRAMIN BANK ACCOUNT,wav2vec2-base
348,Bengali,Indo-Aryan,Female,18-30,"These tools include onomatopoeia, imagery, metaphor, simile, alliteration",THESE TOOLS ARE INCLUDE A ORNAMENTOPIA IMAGERI METAPHOR SIMILE ALITERITION,wav2vec2-base
349,Kannada,Dravidian,Female,18-30,"Multi-specialty hospitals are being built in all urban centers, and there are many private hospitals and hospital chains which have their branches in many parts of the state",MULTI SPECIALITY HOSPITALS ARE BEING BUILT IN ALL ARBON CENTRES AND THERE ARE MANY PRIVATE TE HOSPITALS AND HOSPITAL CHAINS WHICH HAVE THEIR BRANCHES IN THE MANY PARTS OF THE STRATE,wav2vec2-base
350,Bodo,Sino-Tibetan,Female,18-30,Jorhat,D,wav2vec2-base
351,Maithili,Indo-Aryan,Male,60+,"In March 2009, he joined Praja Rajyam Party, founded by Chiranjeevi.",IN MART TOO TOTE NIN E GIN TO PSARADIUM PARTLY POUNDED BY TIAN JIBI,wav2vec2-base
352,Bengali,Indo-Aryan,Male,30-45,Making a schedule and sticking to it is what will keep motivation going,MAKING A SCEDULE AND STICKING TO IT IS WHAT WILL KEEP MOTIVATION GOING,wav2vec2-base
353,Nepali,Indo-Aryan,Female,30-45,"Like early morning when I get up and go there and see in the terrace, they are enjoying the new sun.",LIKE EARLY MORNING WHEN IGHT O GET UP AND GO THERE AND SEE IN THAT THERE IS THEY ARE ENJOYING THE NEW SUN,wav2vec2-base
354,Odia,Indo-Aryan,Male,60+,Which is the nearest vacccination center in district Yamunanagar,WHICH IS THE NEAREST VEXINISSEN CENTR IN DISTIC ZONANAL,wav2vec2-base
355,Nepali,Indo-Aryan,Female,18-30,"So, starting with Maghi Chakrati, on Maghi Chakrati which",GISORS O STARTING WITH MAGISH OGRATI ON MAGISOGRATI AF IT,wav2vec2-base
356,Odia,Indo-Aryan,Female,60+,you can talk about things that are of common interest.,OU CAN TALK ABOUT THINGS THAT THAT A COMAN INTO LIST,wav2vec2-base
357,Kashmiri,Indo-Aryan,Female,30-45,Is there any nearby facility around PIN Code 608464 which is giving second dose for people of age group 15-17 years?,IS THERE ANY NAIR BY FACILITY AROUND PENCORT SIXTY RO EIGHT FOR SIX FOUR WHICH IS GIVING SECOND DOSE FOR PEOPLE OF AGEGREW FIFTEEN TO SEVENTEEN YEARS,wav2vec2-base
358,Tamil,Dravidian,Female,18-30,better services with,THAT MENUSEF USUS TH,wav2vec2-base
359,Nepali,Indo-Aryan,Female,30-45,"On the occasion of festival of Losar or Monpa Losar, it is traditional to wear new clothes. People greet each other with customary New Year greeting of Tashi Delek",ON THE OKISEN OF FASTIBLE OF LOZAR OR MUNM MUNPALOZAR IT IS TRADISONAL TO WEAR A NEW CLOTHES PEOPLE GREET EACH OTHER WITH COSTOMARY NEW YEAR GREETING OF DARSY DELEC,wav2vec2-base
360,Kashmiri,Indo-Aryan,Female,30-45,"I make sure that it begins and ends with powerful expressions, because beginning and end are the most important parts of the poem",I MAKE SURE THAT IT BEGINS AND ENDS WITH POWERFUL EXPRESSIONS BECAUSE BEGINNING AND END ARE THE MOST IMPORTANT PARTS OF THE POEM,wav2vec2-base
361,Tamil,Dravidian,Female,45-60,"Around 1989,",AROWN NINETEEN EIGHTY NINE,wav2vec2-base
362,Kannada,Dravidian,Female,30-45,on,,wav2vec2-base
363,Odia,Indo-Aryan,Male,18-30,and,A,wav2vec2-base
364,Maithili,Indo-Aryan,Male,30-45,assured of its quality because you will not use pesticides or manures that are harmful for human body.,ASSURED OF ITS QUALITY BECAUSE YOU WILL NOT USE BESTY CIDES OR MANURS THAT AR HARMFUL POR HUMAN BODY,wav2vec2-base
365,Malayalam,Dravidian,Male,30-45,How do you practice and work on,HOW DO YOU BLACK DESEND WILLCORN,wav2vec2-base
366,Kashmiri,Indo-Aryan,Female,30-45,"George Orwell's masterpiece, The Animal Farm, is one of my favourite pieces of writing.",GEORGE OWILL'S MASTER PIECE THE ANIMAL FARM IS ONE OF MY FAVOURITE PIECES OF WRITING,wav2vec2-base
367,Kannada,Dravidian,Female,18-30,"Veeragase, Kamsale",O WEDA GASIC IM SARLE,wav2vec2-base
368,Konkani,Indo-Aryan,Female,18-30,Clara,,wav2vec2-base
369,Hindi,Indo-Aryan,Female,30-45,"Although, I think recently a lot of media houses are coming up with a lot of regional languages as well",ALTHOUGH I THINK RECENTLY A LOT OF OR MEDEA HOUSES AR COMING UP WITH THE LOT OF REGIANL LANGUAGES AS WELL,wav2vec2-base
370,Maithili,Indo-Aryan,Female,30-45,"challenging also that how to reach those students, those who do not have smartphones",CHALLENGING ALSO THAT HOW TO REACH THOSE TURENS THOSOR WHO DO NOT HAVE SMART FONS,wav2vec2-base
371,Malayalam,Dravidian,Male,30-45,Can you talk about a time when you had to overcome stage fright,CAN YOU TALK ABOUT THE TAME WHEN YOU HAD TO OVERCOME'S DEEDS FRATE,wav2vec2-base
372,Bodo,Sino-Tibetan,Male,18-30,Agree,,wav2vec2-base
373,Bengali,Indo-Aryan,Male,18-30,Give 5 stars to the product quality of Amul Cow Ghee,GIVE FIVE STUS TO THE PRODAT QUALITY OF ABUL KAGI,wav2vec2-base
374,Hindi,Indo-Aryan,Male,30-45,Should I say,OR I FAY O,wav2vec2-base
375,Bodo,Sino-Tibetan,Male,18-30,change the color of the lights to blue,TENSDECALAR OF DELIGHT TO BLUE,wav2vec2-base
376,Telugu,Dravidian,Female,45-60,"Well, there was one TV show which I started watching during the pandemic,",E THERE WAS ONE TO BY SHURE WHICH I STARTED WATCHING DURING THE BANDEMIC,wav2vec2-base
377,Bodo,Sino-Tibetan,Male,18-30,can you list all such centres in state Himachal Pradesh,CAN YOU LEAST ALL SUCH CENTRES INSTEAD HIMASAL PRODESS,wav2vec2-base
378,Dogri,Indo-Aryan,Female,45-60,Are there any chances of Crockery being available by this month ?,ARE THERE ANY CHANCES OF CROCKERY BEING AVAILABLE BY THIS MONTH,wav2vec2-base
379,Konkani,Indo-Aryan,Male,30-45,Verify the information of user,VERIFY THE INFORMATION OF USUR,wav2vec2-base
380,Marathi,Indo-Aryan,Female,18-30,Which are all the colleges offering UG level courses in academic year 2019 - 2020 and are approved by AICTE?,WHICH ARE ALL THE COLLEGES OFERING UGE LEVEL COURSES IN ACADAMIC YEAR TWENTY NINETY AN TWENTY TWENTY AND ARE APPROVED BY A ICITY,wav2vec2-base
381,Urdu,Indo-Aryan,Female,30-45,"Muslims here celebrate Eid-ul-Fitr, Eid-ul-Adha and Milad-un-Nabi.",MISS LIMPS HERE CELEBRATE LIDLE FITTR YOU DO ADAR AND MILADINNA BE,wav2vec2-base
382,Hindi,Indo-Aryan,Female,30-45,where in I was part of a group of 38 people,WHEREIN I WAS BARET OF A GROUP OF THIRTY EIGHT PEOPLE,wav2vec2-base
383,Nepali,Indo-Aryan,Male,18-30,We should not let our inner critic win and we can also deal it by not comparing ourselves,E SOULD NOT LET OUR INNER CRITIC WIN ANDWEKEN ALSO DILIT BYNAT COMPEDING OR SELF,wav2vec2-base
384,Tamil,Dravidian,Male,30-45,Can I know the nearest vaccination center to my current location in district Meerut?,CAN I KNOW THE NEAREST OF VEXINATION SENTER TO MY CARINTLOCATION IN DISTRICT AMIROC,wav2vec2-base
385,Konkani,Indo-Aryan,Male,18-30,Three,,wav2vec2-base
386,Malayalam,Dravidian,Male,45-60,11,,wav2vec2-base
387,Tamil,Dravidian,Female,18-30,Punjab,ANGAN,wav2vec2-base
388,Telugu,Dravidian,Female,45-60,"According to the 2011 census report, there are 93,411 people who follow Buddhism in Mizoram.",ACCORDING TO THE TWO THOUSAND ELEVEN CENSES REPORT THERE ARE NINETY THREE THOUSAND FOUR HUNDRED ELEVEN PEOPLE WHO FOLLOW BUDDHISM IN MISORAM,wav2vec2-base
389,Malayalam,Dravidian,Female,18-30,"India, we have seen how they have changed or the lives of their children have changed",ERINDER WE HAVE SEEN HOW THEY HAVE CHANGED OR THE LIVES OF THEIR CHILDREN HAVE CHANGED,wav2vec2-base
390,Gujarati,Indo-Aryan,Male,18-30,Forward,LELED,wav2vec2-base
391,Bengali,Indo-Aryan,Female,18-30,"English language uses various tools in literature, poetry and other forms of artistic expression.",ENGLISH LANGUAGE USERS VILIUS TOOLS OUR IN LITERATURE OF POETRY AND ARE THE FORMS OF ARTISTIC EXPRESSION,wav2vec2-base
392,Urdu,Indo-Aryan,Male,30-45,"in Jeddah, Saudi Arabia with UNEP as a partner adopted the Jeddah Declaration on the Environment",IN GIDDASO THE ARABIA WITH EU AND EPE AS A PARTNER ADOPTED THE DIDA DECLARATION ON THE AND WORMEN,wav2vec2-base
393,Gujarati,Indo-Aryan,Male,18-30,Agree,,wav2vec2-base
394,Nepali,Indo-Aryan,Female,18-30,on,,wav2vec2-base
395,Marathi,Indo-Aryan,Male,60+,When will Hersheys Dark Chocolate Bar be available for orderings?,WHEN WE'LL HARISHER'S DAR CHOCOLATE BAR BE AGABLE FOR OUR DRINGS,wav2vec2-base
396,Urdu,Indo-Aryan,Female,30-45,I would like to refer this day-to-day activity as an artwork,I WOULD LECTED HER FOR THIS DAY TO THEY ACTIVITY AS AN UTWORK,wav2vec2-base
397,Tamil,Dravidian,Male,30-45,to underprivileged and marginalized communities,TO UNDERPRIVILEGED AND MARGENAGED COMMUNITIES,wav2vec2-base
398,Bodo,Sino-Tibetan,Male,30-45,Though it was celebrated by the Bodos in a traditional way,DOR IT WAS CELEBRATED BY THE BORDERS IN A TRADITIONAL WARE,wav2vec2-base
399,Maithili,Indo-Aryan,Male,30-45,So that can be done firstly by controlling your pace and secondly by controlling your breathing.,SO THAT CAN BE DONE FIRSTLY BY A CONTROLLING YOUR PASE AND SECONDLY BY CONTROLLING YOUR BREATHING,wav2vec2-base
400,Telugu,Dravidian,Male,45-60,Can I get my order delivered after 2 Hours,CAN I GET MY ORDER DELIVERED AFTER TWO HOURS,wav2vec2-base
401,Nepali,Indo-Aryan,Male,18-30,"Since the primary level, I had to work hard to learn the English.",S THE PRIMARY LIVER I HAD TO WALK HARD TO LONDON IN THIS MINTE,wav2vec2-base
402,Maithili,Indo-Aryan,Male,30-45,Do I have more than Rs. 700 in my Google Pay account?,DO I HAVE MORE THAN RUPI SEVEN HUNDRED IN MY GUVALPE ACCOUNT,wav2vec2-base
403,Odia,Indo-Aryan,Female,18-30,turn the speakers down to five percent,DON TO SPEAK US DOWN TO FIVE PESANT,wav2vec2-base
404,Odia,Indo-Aryan,Male,18-30,because we cannot expect everyone to learn one common language as such Everyone has the pride of their own language and,AH BECAUSE WE CANNOT EXPECT EVERYONE TO AM LEARN ONE COMMON LANGUAGE AS SUCH EVERYONE HAS THE PRIDE OF THEIR OWN LANGUAGE AND,wav2vec2-base
405,Assamese,Indo-Aryan,Female,30-45,"What are the main cultural and social issues faced by your state and how are they being addressed? Hint - poverty, inequality, discrimination, social justice.",WHAT ARE THE MAIN CULSURELAN SO CERELY SOS FACED BY YOUR STATE AND A HOWER THEY BEING ADDRESSED HINT BOBARTY INEQUILITY DISCRIMINOCAN SOCILSESTISE,wav2vec2-base
406,Hindi,Indo-Aryan,Female,30-45,My favorite quote is from a classic play named A Woman of No Importance by Oscar Wilde.,MY FAVOURITE COURT IS FROM A CLASSIC PLAY NAMED A WOMAN OF NO IMPORTANCE BY OSCAWILDE,wav2vec2-base
407,Kannada,Dravidian,Female,30-45,Then I thought I will throw it away but I don't like wasting any food items,I THOUGHT I I WILL THROW IT AWAY BUT I DON'T LIKE WASTING ANY FORITEMS,wav2vec2-base
408,Malayalam,Dravidian,Male,18-30,Can you check if the OTP 819441 is still valid for vaccine registration for user with phone number 79304698551,AND CHECKED IF THOUGH TIPPY EIGHT ONE NINE FOUR FOUR ONE IS JUALLY VALUED FOR VACTIIN DEGUSTRUCTION FOR USER WICH ORL NUMBER SEVEN NINTH RES YEARO FOUR SIX NINE EIGHT FIVE FIVE ONE,wav2vec2-base
409,Tamil,Dravidian,Female,30-45,"After this controversy ran its course, the prominence of the holiday declined for a few centuries.",AFTER THIS CONTROVERS HE RAN ATS COURSE THE PROMINENCE OF THE HOLIDAY DECLINED FOR A FEW CENTURIES,wav2vec2-base
410,Urdu,Indo-Aryan,Female,45-60,Sikhism,SEM,wav2vec2-base
411,Hindi,Indo-Aryan,Female,30-45,who trekked up to Sarkondi Pass,WHO TRECKED UP TO SARCONDIPAS,wav2vec2-base
412,Telugu,Dravidian,Male,45-60,"Almost all religions practiced in our state encourage dialogue, encourage peace and interfaith cooperation, as well as help develop mutual understanding.",ALMOST ALL RLIGENS PRACTISED IN OUR STATE A ENCOURAGED DIALOGUE ENCOURAGE PEACE AND INTERFATE CO OPERATION AS WELL AS A HELP DEVELOPED MUTUAL UNDERSTANDING,wav2vec2-base
413,Nepali,Indo-Aryan,Female,30-45,I feel this is the best way to preserve the nature in urban areas.,I HEAR THIS IS THE BASE TO WAY TO PRESERVE THE NATURE IN AUBANARIAS,wav2vec2-base
414,Maithili,Indo-Aryan,Female,30-45,Yes,,wav2vec2-base
415,Marathi,Indo-Aryan,Male,60+,Karnataka,EEETE,wav2vec2-base
416,Marathi,Indo-Aryan,Female,30-45,999,RI RANGARDANK RANKAND RIN,wav2vec2-base
417,Gujarati,Indo-Aryan,Male,18-30,So the other thing that makes English grammar unique is that most of the rules are very well structured,SO ARE THE ADERTING DEAD A MAKES UR ENGLISH A GRAMMA UNIQUE ES THERE U A MOST OF THE RULES ARE VERY WELL STRUPTURED,wav2vec2-base
418,Konkani,Indo-Aryan,Male,18-30,"Riding a bike is a trend, whether e-bike, cargo bike, or mountain bike. The sustainable sport work in the mountains, as well as in the urban outdoor lifestyle",RIDING O BIKE IS A TRAINED METHER E BIKE CARGO BIKE OR MOUNTAIN BIKE THE SUSTAINABLE SPORT VOKED IN THE MOUNTAINS AS WELL AS IN THE URBAN OUTDOOR LIFE STYLE,wav2vec2-base
419,Kashmiri,Indo-Aryan,Female,30-45,provide a powerful expression to our thoughts.,PROVITE A POWERFUL EXPRESSION TO OUR THOUGHTS,wav2vec2-base
420,Telugu,Dravidian,Female,45-60,what is a cookie recipe,WHAT IS A COKIT ASIBE,wav2vec2-base
421,Sindhi,Indo-Aryan,Male,30-45,physical exercise and meditative postures,PHYSICAL EXERCISE AND MEDITATIVE BUSHERS,wav2vec2-base
422,Urdu,Indo-Aryan,Male,30-45,and still getting more experience while working for AI4Bharat,AM STILL GETTING MORE EXPERIENCE WHILE WORKING FOR  FOR BARRAD,wav2vec2-base
423,Marathi,Indo-Aryan,Male,60+,Kerala,D,wav2vec2-base
424,Kannada,Dravidian,Female,18-30,84 can you check my current holdings in APY?,AIT FOR CAN YOU CHECK MY CARRENT HOLDING SIN APIWAY,wav2vec2-base
425,Malayalam,Dravidian,Male,30-45,"scholarships for OBC students, like",SCHOLARSHIPS FOR OLL BE S STUDENTS LIKE,wav2vec2-base
426,Nepali,Indo-Aryan,Male,18-30,"Dak Bungalow of Darjeeling, Kothiyar Bungalow of different Singonad Plantations,",'S DAGBONGLO OF DAZZLING QUARTIER BONGLER OF UM DEFENCING NAPLANDISEN'S,wav2vec2-base
427,Bengali,Indo-Aryan,Female,45-60,Show the current holdings of my APY account with PRAN number 527154998165,SHOW THE ACCARDENT HOLDING OF MY EPY ACCOUNT WITH BROWN NUMBER FIVE TO SEVEN ONE FIVE FOOT LEVEL NINE EIGHT ONE SIX FIVE,wav2vec2-base
428,Punjabi,Indo-Aryan,Male,60+,on By Nature Coconut Flour,ON BY NATURE COCONAR FLOR,wav2vec2-base
429,Kashmiri,Indo-Aryan,Female,30-45,"Due to this turmoil, the schools remain shut for prolonged periods of time.",DUE TO THE TERMOIL THE SCHOOLS REMAIN SHUT FOR PROLONGED PERIODS OF TIME,wav2vec2-base
430,Nepali,Indo-Aryan,Female,30-45,Tell me about the fund size and minimum investment needed for Pradhan Mantri Jan Dhan Yojana Savings Scheme,TELL ME ABOUT THE FOND SIZE AND MINIMUM IN WISTMEN NEEDED FOR BROTHEN MONT RISAN THAN USE IN A SAVING'S SCHEME,wav2vec2-base
431,Tamil,Dravidian,Male,45-60,"dress, and in terms of language",ADDRESS AND IN TERMS OF LANGUAGE,wav2vec2-base
432,Urdu,Indo-Aryan,Male,45-60,Resend the OTP for linking Zomato to my account.,RETERN THE ONLY BEFOR LINGINGS ON MATO TO MY ACCOUNT,wav2vec2-base
433,Bodo,Sino-Tibetan,Female,18-30,Backward,,wav2vec2-base
434,Malayalam,Dravidian,Female,18-30,"So here we are a state that boasts of 100% literacy, which means that all our citizens,",HERE WE ARE A STATE THAT BOAST OF HUNDRED PERSON LITEROSY WHICH MEANS THAT AL ARE CITIZENS OF,wav2vec2-base
435,Bodo,Sino-Tibetan,Male,30-45,is grounded,IS GOUND THAT,wav2vec2-base
436,Odia,Indo-Aryan,Male,60+,No,,wav2vec2-base
437,Bodo,Sino-Tibetan,Female,18-30,"So, there are four types of mandalas that are used for different purposes. Like, the first one is outer mandala. So it's a basic kind of mandala that represents the universe",OR A THERE ARE FOUR PYPES OF MANDALLAS THAT ARE USE FOR DIFFERENT PURPOSES AND LIKE THE FIRST ONIS OUTER MANDALLA SOIT'S A BASY KIND OF MANDALLA THAT REPRESENTS THE UNIVERSE,wav2vec2-base
438,Odia,Indo-Aryan,Male,18-30,or renovate the churches or the monuments for all,O RENOVATE THE JURGES OF THE MONUMENT FOR ALL THOU,wav2vec2-base
